VocabularyId;Ordinal;English;Persian
289;1;Juvenile delinquency refers to the condition that a child or young person behaves in a criminal way. ;جرم در سنین جوانی به شرایطی گفته می شود که یک کودک یا شخص جوان به صورتی مجرمانه رفتار کند. 
289;2;He didn't want to be a juvenile delinquent.;او نمی خواهد یک مجرم جوان باشد.
290;1;There are a wide range of factors that account for children’s strong aggressive and criminal tendencies, including poverty, repeated exposure to violence, unstable family life and violence in the media. ;عوامل بسیاری وجود دارد که منجر به خشونت بالای کودکان و تمایل آنها به جرم و جنایت می شود، که فقر، در معرض مستمر قرار گرفتن در شرایط خشن، ناپایداری زندگی خانوادگی و خشونت در رسانه ها از جمله این عوامل هستند. 
290;2;Kids who play violent video games show much more aggressive behaviour than those who don't.;کودکانی که بازی های خشن ویدیویی بازی می کنند رفتار خشن تری نسبت به آنهایی که این بازی ها را انجام نمیدهند از خود نشان می دهند. 
291;1;Busy lifestyle is the main culprit, reducing the chance of interaction between parents and children and preventing children from living and studying in a normal way. ;زندگی پرمشغله مهمترین مقصر است، که شانس ارتباط بین پدرومادرها و کودکان را کاهش داده و نمی گذارد کودکان به حالت عادی زندگی کرده و درس بخوانند. 
291;2;Police finally managed to catch the culprit.;پلیس سرانجام توانست مقصر را دستگیر کند. 
292;1;A feeling of being neglected can cause problems like learning disorders. ;حس نادیده گرفته شدن می تواند مشکلاتی نظیر اختلالات یادگیری را باعث شود. 
292;2;Each year 700,000 children are abused or neglected.;هرسال 700 هزار کودک مورد سوء استفاده قرار گرفته یا نادیده گرفته می شوند. 
293;1;The upsurge in the amount of violence in the media is closly linked to young adults’ aggressive behaviour. ;افزایش در میزان خشونت در رسانه ها ارتباط نزدیکی به رفتار خشن جوانان دارد. 
293;2;There was an upsurge in violence during June and July.;در ماههای جون و جولای افزایش ناگهانی در میزان خشونت رخ داد. 
294;1;An underage person should be correctly oriented in life.;یک شخص کم سن و سال باید در زندگی به خوبی هدایت شود.
294;2;They may be oriented towards particular bad habits.;آنها ممکن است به سمت عادات بد خاصی هدایت شوند. 
295;1;Should parents be liable for their five-year-old child’s law-offending behavior?;آیا پدرومادرها باید مسئول رفتار مجرمانه کودک پنج ساله شان باشند؟
295;2;Community punishment is used for less serious law-offenders.;از مجازات اجتماعی برای مجرمانی با جرم های کمتر جدی استفاده می شود. 
296;1;Children in formative years are particularly susceptible to whom they meet in their daily lives. ;کودکان در سالهای شکل گیری شخصیت خود مستعد پذیرش رفتار کسانی هستند که در زندگی روزمره شان می بینند. 
296;2;He exposed his children to music throughout their formative years.;او در سالهای شکل گیری، کودکان خود را در معرض موسیقی قرار داد. 
297;1;Parents should act as gatekeepers to prevent their children from watching TV and playing video games. ;پدرو مادرها باید به عنوان مسئولین نظارتی عمل کرده تا کودکان را از دیدن تلویزیون و بازی کردن با بازی های تصویری منع کنند. 
298;1;Another example to show parents’ effect on their child’s behaviour is that many parents fail to be a positive role model. ;یکی دیگر از مثال هایی که تاثیر پدر و مادرها را برروی رفتار کودک نشان می دهد این است که بسیاری از پدرو مادرها نمی توانند یک الگوی مثبت برای کودکانشان باشند. 
298;2;I want to be a positive role model for my sister.;من می خواهم یک الگوی مثبت رفتاری برای خواهرم باشم. 
299;1;As children have a natural ability to imitate others, their violent behaviour is potentially a replica of their parents’.;از آنجاییکه کودکان یک توانایی ذاتی در تقلید از دیگران دارند، رفتار خشن آنها نسخه ای از رفتار خشن پدرومادرشان است. 
299;2;An exact replica of the Taj Mahal.;یک نمونه دقیق از تاج محل
300;1;Those children with poor upbringing are more likely to act violently. ;آن کودکانی که تربیت ضعیفی دارند، بیشتر رفتارهای خشن از خود بروز می دهند. 
300;2;Mike had a strict upbringing.;مایک یک تربیت سخت گیرانه داشت. 
301;1;A civilised society is characterised by a high literacy rate and a low crime rate.;یک جامعه متمدن از روی درصد بالای سواد و نرخ پایین جرم و جنایت شناخته می شود. 
301;2;a town with a relatively low crime rate;شهری با نرخ پایین جرم و جنایت
302;1;The rise in the crime rate in the past decades has fuelled public worries about the rapidly declining safety of their communities. ;افزایش میزان جرم و جنایت در دهه های گذشته نگرانی های مردم را در زمینه کاهش میزان امنیت جوامع شان افزایش داده است. 
302;2;Progress was slow, fueling concerns that the stadium would not be finished on time.;پیشرفت خیلی کند بود، و باعث نگرانی هایی شد که استادیوم ممکن بود به موقع تمام نشود. 
303;1;The government can use the mass media to alert the public to the threat of crimes. ;دولت می تواند از رسانه های جمعی استفاده کرده تا به مردم در مورد تهدیدهای جرم و جنایات اخطار دهد. 
303;2;Campaigns to alert the public to the dangers of HIV;کمپین هایی برای اخطار مردم درباره خطرات ایدز
304;1;It is people’s negligence that causes them to fall prey to the criminals. ;مسامهه مردم می تواند باعث شود آنها به دام مجرمین بیافتند. 
304;2;Street children often fall prey to drug dealers.;کودکان خیابانی اغلب به دام دلالان مواد مخدر می افتند. 
305;1;Tackling crime requires the commitment of nearly all members of society, ranging from the government to ordinary citizens. ;مبارزه با جرم و جنایات نیازمند تعهد تقریباً تمام اعضای یک جامعه، از خود دولت تا شهروندان عادی است. 
305;2;Police officers are being given new powers to help combat crime.;به اعضای پلیس قدرت داده شد تا با جرم و جنایات مبارزه کنند. 
306;1;Imposing tougher laws and training a more effective police force can reduce the crime rate. ;اعمال قوانین سختگیرانه تر و آموزش یک نیروی پلیس کاراتر می تواند میزان جرم را پایین بیاورد. 
306;2;It is time to have tough laws against drunk drivers.;زمان آن رسیده است که قوانین جدی تری در مقابل رانندگان مست داشته باشیم. 
307;1;He became involved in petty crimes as a teenager.;او به عنوان یک نوجوان درگیر جرم های کوچک شد. 
307;2;The government should differentiates between petty crime and murder.;دولت باید بین جرم های کوچک و قتل تفاوت قائل شود. 
308;1;a law-abiding citizen;یک شهروند تابع قانون
308;2;There is a tendency to look back at a time when people were more peaceful and law-abiding.;یک تمایل به برگشتن به زمانی که مردم در آرامش و تابع قانون بودند وجود دارد. 
309;1;There is a growing concern in these years that imprisonment is a less effective form of punishment. ;یک نگرانی رو به افزایش در این سالها وجود دارد که حبس نوع کم اثرتری از مجازات است. 
309;2;They were sentenced to 6 years' imprisonment.;آنها به 6 سال حبس محکوم شدند. 
309;3;Life imprisonment;حبس ابد
310;1;Education is of critical importance to rehabilitate an offender. ;آموزش و پرورش برای بازپروری یک مجرم بسیار اهمیت دارد. 
310;2;a special unit for rehabilitating stroke patients;یک واحد خاص برای بازپروری مریض های سکته مغزی
311;1;Education first changes delinquents’ attitudes toward society and family. ;آموزش و پرورش ابتدا طرز فکر مجرم را نسبت به جامعه و خانواده تغییر می دهد. 
311;2;Deanes writes lectures about teenage delinquents.;دین سخنرانی هایی در ارتباط با مجرمین نوجوان می نویسد. 
312;1;Money is the main inducement of many crimes, such as shoplifting, robbery and burglary. ;پول مهمترین دلیل برای بسیاری از جرم ها مانند جیب بری، سرقت و دزدی است. 
312;2;Financial inducements to attract good job candidates;انگیزه های مالی برای جذب داوطلبین خوب کاری
313;1;To those habitual criminals who commit crimes repeatedly and show little respect for the legal system, education and job training might not make any significant difference. ;برای کسانی که عادت به ارتکاب به جرم دارند و جرم هایی را به صورت مکرر انجام داده و احترام کمی برای سیستم قانونی قائل هستند، پرورش و آموزش برای کار ممکن است تفاوت زیادی نداشته باشد. 
313;2;Many of the prisoners are habitual offenders.;بسیاری از زندانیان مجرمانی هستند که عادت به ارتکاب به جرم دارند. 
314;1;Imprisonment is the best way of keeping them from being perpetrators. ;حبس بهترین راه برای جلوگیری از مجرم شدن آنهاست. 
314;2;The perpetrators were never caught.;مجرمین هیچگاه دستگیر نشدند. 
315;1;Meanwhile, imprisonment has deterrent effects and can deter potential offenders from becoming actual offenders. ;همچنین، حبس اثرات بازدارنده ای داشته و می تواند مجرمین بالقوه را از اینکه مجرم واقعی شوند باز می دارد. 
315;2;The security camera was installed to deter people from stealing.;دوربین های امنیتی برای جلوگیری از دزدی و سرقت مردم نصب شده است. 
316;1;Imprisonment is only effective in restricting those who are very likely to commit repeated acts of violence.;حبس تنها راه موثر در محدود کردن آنهایی است که احتمال ارتکاب به خشونت را به صورت مکرر دارند. 
316;2;The new law restricts the sale of hand guns.;قانون جدید فروش اسلحه های سبک را محدود می کند. 
317;1;In the inner city, where crimes are epidemic, shops and residents nearby are required to install expensive security system. ;در محله های فقیر درون شهر، که جرم و جنایات همه گیر هستند، مغازه ها و خانه های مسکونی نزدیک آنها باید سیستم های امنیتی گرانی را نصب کنند. 
317;2;Lax security at airline check-in desks;امنیت کم در میزهای چک کردن مدارک هواپیمایی 
318;1;The crime prevention framework should focus on making the environment safe from crime, reducing the potential for ctime in high-risk situations. ;چارچوب جلوگیری از جرم باید برروی ایمن سازی محیط از جرم و کاهش احتمال آن برای موقعیت های پرخطر تمرکز کند. 
318;2;It was a high-risk strategy to attack with such a small number of planes;حمله با این تعداد کم هواپیما، یک استراتژی پرخطر بود. 
319;1;Despite the painstaking effort to reduce death, many countries are seeing traffic accidents increase exponentially. ;علیرغم تلاش های دقیق برای کاهش مرگ و میر، بسیاری از کشورها تصادف های جاده ای خود را به سرعت در حال افزایش می بینند. 
319;2;The work had been done with painstaking attention to detail.;کار با تمرکز کامل و دقیق برروی جزئیات انجام شده بود. 
320;1;In improving road safety, some people advocate harsh punishment. ;در بهبود امنیت جاده ها، بعضی افراد طرفدار مجازات سنگین هستند. 
320;2;Idea of harsh punishments like capital punishment is becoming a real pain in the neck for a civilized society.;ایده مجازات های سنگین مثل قصاص به یک دردسر در یک جامعه متمدن تبدیل شده است. 
321;1;In many countries, many automobile accidents occur not because drivers disobey road regulations, but because those regulations are unfamiliar to them. ;در بسیاری از کشورها، بسیاری از تصادفات جاده ای به خاطر اینکه رانندگان از قوانین جاده ای نافرمانی می کنند اتفاق نمی افتند، بلکه دلیل آن این است که آنها با این قوانین آشنا نیستند. 
321;2;It was unfair of the teacher to make us stay after school, but no one dared disobey.;این ناعادلانه بود که استاد ما را بعد از مدرسه نگه دارد، اما هیچکس جرات نداشت سرپیچی کند. 
322;1;Road conditions should be improved to allow different users, including drivers, cyclists and pedestrian, to use road safely. ;شرایط جاده ای باید بهبود یابد تا به کاربران مختلف شامل رانندگان، دوچرخه سواران و عابرین اجازه دهد از جاده با ایمنی استفاده کنند. 
322;2;Banning traffic from the shopping areas has made life much more pleasant for pedestrians.;قدغن کردن رفت و آمد از نواحی خرید، زندگی را برای عابرین راحت تر و مطلوب تر ساخته است. 
323;1;When the existing poicies fail to regulate road users’ behaviour, tightening the control is preferred. ;وقتی قوانین جاری نمی توانند رفتار کاربران جاده ای را منظم کند، افزایش کنترل ترجیح داده می شود. 
323;2;Police forces have tightened their control on the capital.;نیروهای پلیس کنترل خود را برروی پایتخت بیشتر کردند. 
324;1;Road regulations should be reassesssed and revised regularly so as to combat road offences more effectively. ;قوانین جاده ای باید به صورت منظم مورد ارزیابی مجدد و بازنویسی قرار بگیرد تا با جرایم جاده ای  به صورت موثرتری برخورد شود. 
324;2;The possession of stolen property is a criminal offence.;مالکیت وسایل دزدی یک جرم حقوقی است. 
325;1;The Olympics appeal to global audiences with displaying athletic skills and competitive spirit. ;المپیک با نمایش مهارت های ورزشی و روحیه رقابتی برای تماشاچیان جذاب است. 
325;2;If you want me to play, I will, but I'm not very athletic.;اگر می خواهید من بازی می کنم ولی من زیاد ورزشکار نیستم.
326;1;Keen rivalry and high level of competition are the attractions of the Olympic Games. ;رقابت شدید و سطح بالای رقابت، جذابیت های بازی های المپیک هستند.  
326;2;The two players have developed a friendly rivalry.;دو بازیکن یک رقابت دوستانه را بوجود آورده اند. 
327;1;People, especially young males, are in need of some form of outlet for their energy and emotion related with sports. ;مردم، علی الخصوص مردان، به نوعی تخلیه انرژی و احساسات مربوط به ورزش نیاز دارند. 
327;2;Is football a good outlet for men's aggression?;آیا فوتبال راه تخلیه ای برای خشونت مردانه است؟ 
328;1;As part of growing leisure industries, sport and sporting contests will become increasingly important. ;به عنوان بخشی از صنعت درحال رشد تفریح، ورزش و مسابقات ورزشی روزبروز اهمیت بیشتری می یابند. 
328;2;Stone decided to hold a contest to see who could write the best song.;استون تصمیم گرفت یک مسابقه برگزار کند تا ببیند چه کسی می تواند بهترین ترانه را بنویسد. 
329;1;Cities will not cease to compete to host sporting events. ;شهرها رقابت خود را برای میزبانی رویدادهای ورزشی متوقف نمی کنند. 
329;2;The Renault competes against such cars as the Peugeot 206.;رنو با ماشین هایی مانند پژو 206 رقابت می کند. 
330;1;Many services and facilities are required for serving athletes, media and spectators. ;بسیاری از سرویس ها و امکانات برای خدمات رسانی به ورزشکاران، رسانه ها و تماشاچیان لازم است. 
330;2;The match attracted over 40,000 spectators;مسابقه بیش از 40،000 تماشاچی را جذب کرد. 
331;1;Several extreme sports, including snowboarding, were included in the 2002 Winter Olympic Games.;ورزش های پرخطر بسیاری مثل بردسواری در برف، در بازی های المپیک زمستانی 2002 وارد شد. 
331;2;Paintball is a new indoor extreme sport. ;پینت بال یک ورزش پرخطر جدید داخل سالن است. 
332;1;The level of influence of football fans is a highly debatable issue across Britain.;سطح تاثیر طرفداران فوتبال در سرتاسر انگلیس یک مسئله مباحثه برانگیز است
333;1;Performance-enhancing drugs pose a major problem in the Olympic;داروهای افزایش دهنده کارایی به یک مسئله بزرگ در المپیک تبدیل شده است. 
334;1;You can keep very fit with regular workouts.;تو می توانی با تمرینات ورزشی منظم، خودت را خوش اندام نگاه داری.
334;2;The health benefits of regular workout and physical activity are hard to ignore.;مزایای سلامتی تمرینات منظم ورزش و فعالیت های فیزیکی را نمی توان نادیده گرفت. 
335;1;After the operation, you should avoid strenuous exercise.;پس از عمل، تو بهتر است از تمرینات ورزشی سنگین اجتناب کنی. 
336;1;Gentle exercise can be beneficial for older people.;ورزش سبک می تواند برای افراد پیرتر مفید باشد
337;1;Professional athletes are making too much money in a society where salaries and wages are traditionally based on the value of work.;ورزشکاران حرفه ای در جامعه ای پول زیادی درمی آورند که در آن حقوق ها و دستمزدها به صورت سنتی بسته به ارزش کار آنهاست. 
337;2;His one aim in life was to make money.;هدف اصلی او در زندگی پول درآوردن بود. 
338;1;Payment is received for a service, therefore professional sports are a business.;پرداختی برای یک سرویس داده می شود، بنابراین ورزش های حرفه ای یک تجارت به حساب می آیند.
339;1;These athletes sometimes go through life-threatening injuries for the love of the game.;این ورزشکاران گاهی به عشق بازی، به جراحت های تهدیدکننده جان دچار می شوند. 
340;1;Signing contracts with athletes for enormous amounts of money has downsides too.;امضاء قرارداد با ورزشکاران برای مقادیر زیاد پول عیوبی نیز دارد. 
340;2;Digital cell phones offer more security, but the downside is that they have less power.;موبایل های دیجیتال امنیت بیشتری را ارائه می دهند، اما عیب آنها این است که قدرت کمتری دارند. 
341;1;Many athletes raise and donate money to charity.;بسیاری از ورزشکاران برای خیره پول جمع کرده و اهدا می کنند. 
341;2;They are raising money to help needy youngsters.;آنها برای کمک به جوانان نیازمند در حال جمع کردن پول هستند. 
342;1;These days, athletes endorse products including health foods and sunglasses.;این روزها، ورزشکاران محصولاتی مانند غذاهای سالم و عینک تبلیغ می کنند. 
343;1;If someone can afford to participate in a high risk sport, they should have the right;اگر کسی بتواند در یک ورزش پرخطر شرکت کند، او باید حق آن را داشته باشد. 
343;2;Some members refused to participate in the meeting.;بعضی از اعضاء از شرکت کردن در جلسه امتناع کردند. 
344;1;Extreme sports should be allowed to continue but the participants should be made to put down a sum of money to cover any costs that may occur in their rescue.;ورزش های خشن باید ادامه پیدا کنند اما شرکت کنندگان باید مجبور شوند تا مقداری پول بپردازند تا هزینه هایی که ممکن است در عملیات نجاتشان اتفاق بیافتد را پوشش دهند. 
344;2;The rescue operation was successful.;عملیات نجات موفقیت آمیز بود. 
345;1;Extreme sports often are an escape from reality, from stress and from monotony.;ورزش های خشن اغلب گریزی از دنیای واقعی، از استرس و یکنواختی زندگی است. 
345;2;She wanted to escape the monotony of her everyday life.;او می خواست از یکنواختی زندگی روزمره اش بگریزد. 
346;1;Sport helps us to keep fit.;ورزش کمک می کند تا ما خوش اندام بمانیم. 
346;2;She bought a bright red sports car.;او یک ماشین ورزشی قرمز روشن خرید
346;3;He does all types of sport. ;او تمام انواع ورزش ها را انجام می دهد.
347;1;If we banned dangerous and violent sports, we would be moving one step forward in improving mankind. ;اگر ما ورزش های خطرناک را قدغن کنیم، یک قدم به سمت پیشرفت بشریت خواهیم برداشت.
347;2;The discovery of penicillin was a major step forward in the treatment of infections. ;کشف پنی سیلین یک گام بزرگ به سمت درمان عفونت ها بود.
348;1;Why do boxing matches, for instance, attract such universal interest?;چرا به عنوان مثال، مسافقات بکس چنین علاقه جهانی کسب کرده است؟
348;2;a topic of universal interest;یک عنوان دارای علاقه فراگیر جهانی
349;1;Some people suggest that government funding should be diverted toward improving the living standard of ordinary people instead of space research. ;پیشنهاد برخی مردم این است که سرمایه گذاری دولت باید به سمت پیشرفت استاندارد زندگی مردم عادی شود تا تحقیقات فضایی. 
349;2;The company should divert more resources into research.;کمپانی باید منابع بیشتری را به سمت تحقیقات متمایل کند. 
350;1;The investment in space exploration can be paid off someday in the future. ;سرمایه گذاری در اکتشافات فضایی می تواند یک روز در آینده به نتیجه برسد. 
351;1;Our planet is now facing an unprecendeted resource problem, which can be tackled only by discovering new resources on other planets. ;سیاره ما در حال حاضر با مشکل غیرقابل پیش بینی منابع روبروست، که می تواند تنها با کشف منابع جدید در سیارات دیگر برطرف شود. 
351;2;Unprecedented rates of population growth have had a significant impact.;نرخ غیرقابل پیش بینی افزایش جمعیت یک تاثیر بزرگ داشته است. 
352;1;The world’s population growth highlights the need to seek land suitable for people’s re-settlement off the planet. ;رشد جمعیت جهان بر نیاز به جستجوی زمین مناسب برای تغییر مکان افراد به خارج از سیاره زمین تاکید میکند. 
353;1;In addition to searching for a shelter for future generations, space programmes contribute considerably to the well-being of the Earth. ;علاوه بر جستجوی مکانی امکن برای نسل های آینده، برنامه های فضایی به صورت قابل ملاحظه ای به سلامت زمین کمک می کند. 
353;2;They are in need of food and shelter.;آنها نیازمند غذا و محل امن هستند. 
354;1;Space research provides a new platform on which scientists can carry out experiments and make discoveries in a variety of fields such as agriculture. ;تحقیقات فضایی سکویی جدید است که از طریق آن دانشمندان می توانند آزمایشات خود را انجام داده و کشفیاتی در زمینه های مختلف مثل کشاورزی انجام دهند. 
354;2;The conference provides a platform for people to express themselves.;کنفرانس سکویی برای مردم فراهم می کند تا حرف های خود را بزنند. 
355;1;Despite numerous setbacks and expenditures, travelling in the outer space has never failed to attract people’s attention. ;علیرغم موانع متعدد و مخارج، مسافرت در فضای دور تا به حال نتوانسته است توجه مردم را جلب نکند. 
355;2;creatures from outer space;موجوداتی از فضای دور
356;1;The first result of Moon landing is the likelihood of travelling on other planets. ;اولین نتیجه نشستن در ماه، امکان مسافرت به سیاره های دیگر است. 
356;2;Using a seatbelt will reduce the likelihood of serious injury in a car accident.;استفاده از یک کمربند سرنشین امکان جراحت جدی در یک تصادف ماشین را کاهش می دهد. 
357;1;Finding about the unknown of the universe is feasible, despite many challenges. ;یافتن در مورد ناشناخته های کهکشان، علیرغم بسیاری چالش ها ممکن است. 
357;2;It was no longer financially feasible to keep the community centre open.;باز نگاه داشتن مرکز اجتماعی از نظر مالی دیگر میسر نبود. 
358;1;The Moon has water, the basic resource for people’s survival and it abounds in solar energy which is a clean source of energy. ;ماه آب دارد، منبع اصلی برای حیات مردم و همچنین انرژی خورشیدی فراوانی دارد که منبع پاکی از انرژی است.
358;2;The forests abound with deer, and birds.;جنگل ها پر از گوزن و پرندگان هستند
359;1;Minerals are plentiful on the Moon to be exploited. ;منابع معدنی برروی ماه برای استخراج بسیارند. 
359;2;A plentiful supply of food;یک منبع بسیار بزرگ غذا
360;1;Landing on other planets greatly impacts on distant future, although its effect is not apparent for the time being. ;نشستن برروی سیارات دیگر تاثیر بزرگی در آینده دور دارد، اگرچه اثر آن برای حال مشهود نیست. 
360;2;We hope to create more jobs in the not too distant future.;ما امیدواریم در آینده ای نه چندان دور شغل های بیشتری ایجاد کنیم. 
361;1;As the 21st century continues to unfold, many technologies have arisen, most of which were previously out of the reach of people’s comprehension. ;همانطوریکه قرن 21 به جلو می رود، بسیاری از تکنولوژی ها پدید آمده است، که بیشتر آنها در گذشته خارج از درک مردم بود. 
362;1;While some people are content with the current standard of living, an opposing point of view is that not all these changes to lives are positive. ;درحالیکه برخی مردم از استاندارد جدید زندگی شان راضی هستند، یک دیدگاه متضاد چنین می گوید که تمام این تغییرات زندگی هم مثبت نیستند. 
362;2;Andy was a good husband, and Nicky was clearly very content.;اندی یک همسر خوب بود و نیکی هم آشکار بود که خیلی راضی بود. 
363;1;Health problems caused by our sedentary lifestyles.;مشکلات سلامتی بوجود آمده بوسیله سبک های بی تحرک زندگی
363;2;The spread of the Internet is directly responsible for people’s sedentary lifestyle and many health problems, such as obesity. ;گسترش اینترنت مستقیماً مسئول زندگی بی تحرک انسان و بسیاری از مشکلات سلامتی مثل چاقی است. 
364;1;Many stress-related diseases are linked to the increasing fierce competition in society, as a result of technological development. ;بسیاری از بیماری های ناشی از استرس به افزایش رقابت شدید در جامعیت در نتیجه پیشرفت تکنولوژی ربط دارند.
364;2;Fierce competition between the companies.;رقابت شدید بین شرکت ها
365;1;The future of genetic engineering, a radical new technology intending to introduce genetic changes to a species, and to increase crop yield, is dim. ;آینده مهندسی ژنتیک، یک تکنولوژی جدید ریشه ای که تمایل به معرفی تغییرات ژنتیکی برروی یک گونه و افزایش میزان محصول دارد، مبهم است. 
366;1;To date, there is no compelling evidence to show that genetically modified food has a good track record for human safety. ;تا امروز، هیچ شواهد قانع کننده ای وجود ندارد که غذای اصلاح شده ژنتیکی یک گذشته و تاریخچه برای امنیت انسان دارد. 
366;2;We're looking for someone with a proven track record in computer programming.;ما به دنبال شخصی هستیم که گذشته ای اثبات شده در برنامه نویسی کامپیوتری داشته باشد. 
367;1;Whether technology is a blessing to people remains yet to be seen. ;اینکه تکنولوژی آیا برای مردم یک نعمت است یا نه هنوز نامعلوم مانده است. 
367;2;The dishwasher has been a real blessing!;ماشین ظرف شویی یک نعمت واقعی بوده است!
368;1;Whenever a new technology arises, there must be some problems that follow. ;وقتی یک تکنولوژی جدید پدید می آید، باید مشکلاتی هم پشت آن باشد. 
368;2;Several important legal questions arose in the contract negotiations.;سئوالات مهم قانونی گوناگونی در مذاکرات قرارداد پدید آمد. 
369;1;The popularity of network technology, together with the expansion of the software industry, has given today’s entertainment seekers many new opportunities. ;محبوبیت تکنولوژی شبکه، به همراه پیشرفت صنعت نرم افزار، به جستجوگران امروزی تفریحات، فرصت های جدید بسیاری داده است. 
369;2;Just bring it back to the store, together with your receipt.;فقط آن را با خود به همراه رسیدتان بیاورید. 
370;1;Technology also enables any person in a contemporary society to exhibit a high degree of creative power. ;تکنولوژی همچنین هرکسی را در یک جامعه معاصر قادر می سازد تا سطح بالایی از قدرت خلاقیت خود را به نمایش بگذارد. 
370;2;An exhibition of contemporary Japanese prints;نمایشگاهی از چاپ های معاصر ژاپن
371;1;By gathering information from a variety of sources, modern people can use different strategies to address an issue. ;با گردآوری اطلاعات از منابع مختلف، افراد معاصر می توانند استراتژی های مختلف را برای حل مشکل استفاده کنند. 
371;2;The researcher's job is to gather information about people.;شغل محقق گردآوری اطلاعات در مورد افراد است. 
372;1;Watching TV, a common leisure activity, has seriously hampered the viewers’ development in creativity. ;دیدن تلویزیون، به عنوان یک فعالیت اوقات فراغت متداول، پیشرفت خلاقیت تماشاچیان را مختل کرده است. 
372;2;An attempt to rescue the men has been hampered by bad weather.;تلاش برای کمک به افراد به خاطر آب و هوای بد مختل شد. 
373;1;Most of the animal-based experiments are conducted for the development of technology. ;بیشتر آزمایشات مبتنی بر حیوانات برای توسعه تکنولوژی اجرا می شوند. 
373;2;Is it really necessary to conduct experiments on animals?;آیا واقعاً لازم است آزمایشات برروی حیوانات انجام شود؟
374;1;Animals are used mainly because they bear a close resemblance to humans. ;حیوانات بیشتر برای این استفاده می شوند که آنها شباهت نزدیکی به انسان ها دارند. 
374;2;The child bore a striking resemblance to his father.;کودک شباهت بسیاری به پدرش داشت. 
375;1;Most of what people know about themselves, including pain, stress, reproduction and nutrition, is based on findings of animal-based experiments. ;بیشتر آنچه مردم درباره خودشان می دانند، شامل درد، استرس، تولیدمثل و تغذیه براساس یافته هایشان از آزمایشات حیوانات است. 
375;2;Scientists studied the reproduction, diet, and health of the dolphins.;دانشمندان برروی تولید مثل، تغذیه و سلامت دلفین ها تحقیق کردند. 
376;1;One of the main advantages of using computers or other hi-tech products is improving efficiency. ;یکی از مزایای اصلی استفاده از کامپیوترها و دیگر محصولات مدرن، بالا بردن راندمان است. 
376;2;Considerable advancements in energy efficiency;پیشرفت های قابل ملاحظه در راندمان انرژی 
377;1;With the wide use of the Internet, the way people conduct business and live their lives has vastly changed. ;با استفاده گسترده از اینترنت،طرز اجرای تجارت و زندگی مردم بصورت گسترده ای تغییر کرده است. 
377;2;This book is vastly superior to his last one.;این کتاب به صورت گسترده ای از کتاب قبلی اش برتر است. 
378;1;Poor social life and feelings of loneliness are those problems that are very often found among heavy users of the Internet and technology. ;زندگی اجتماعی ضعیف و احساس تنهایی دو مشکلی هستند که اغلب بین کاربران سنگین اینترنت و تکنولوژی یافت می شوند. 
378;2;I used to be a heavy smoker.;من قبلاً یک فرد سیگاری سنگین بودم. 
379;1;The progressive extinction of living species;انقراض مداوم گونه های زنده
379;2;The progressive increase in population;افزایش مداوم در جمعیت
380;1;The sharp fall in living species is first attributed to people’s continued and heavy reliance on them. ;کاهش شدید در گونه های جاندار اولاً به اتکای مداوم و سنگین انسان به آنها بستگی دارد. 
380;2;Seven species of birds have been observed.;هفت گونه پرندگان مشاهده شده است. 
381;1;Laboratory animals, working animals and sport animals have been used for economic reasons or to fulfil different tasks throughout much human history.;حیوانات آزمایشگاهی، کاری و ورزشی به دلایل اقتصادی و یا برای اجرای کارهای مختلف تقریباً در تمام طول تاریخ استفاده می شده اند. 
381;2;A good police officer is not fulfilling his role if he neglects this vital aspect.;یک افسر پلیس نقش خود را اگر جنبه حیاتی بودن آن را درنظر نگیرد، انجام نمی دهد. 
382;1;Over-utilization of living species has made many animals and plants face extinction risk. ;استفاده بی رویه از گونه های جانوری بسیاری از حیوانات و گیاهان را در معرض انقراض قرار داده است. 
382;2;We must consider how best to utilize what resources we have.;ما باید درنظر بگیریم که تا چه حد می توانیم از منابعی که داریم خوب استفاده کنیم. 
383;1;Fur is desired and pursued as a fashionable status symbol in many countries. ;خز و پوست حیوانات مطلوب بوده و به عنوان یک نشان شان پوششی در بسیاری از کشورها دنبال می شود. 
383;2;A Rolls Royce is seen as a status symbol.;ماشین رویزرویس یک نشان شان و مقام است.
384;1;Despite strong opposition to deforestation, this problem continues simply because people have an ever-growing appetite for land to live on. ;علیرغم مخالفت شدید با جنگلزدایی، این مشکل فقط به این خاطر ادامه دارد که مردم یک اشتهای روبه افزایش برای زمین برای زندگی و سکونت دارند. 
384;2;All that walking has given me an appetite for dinner.;این همه پیاده روی اشتهای من رو برای شام باز کرد. 
385;1;Humans’ pursuit of comfort and enjoyment has long been justified.;پیگیری انسان برای رسیدن به راحتی و لذت مدت هاست که توجیه شده است. 
385;2;In his view the use of power was fully justified.;در نظر او، استفاده از قدرت کاملاً توجیه شده بود. 
386;1;Lack of awareness and over-reliance on natural resources are the main reasons why species are being pushed closer to the brink of extinction. ;کمبود آگاهی و اتکای بیش از اندازه به منابع طبیعی دلایل اصلی هستند که گونه ها به سمت انقراض نزدیک تر میشوند. 
386;2;There is a new culture of environmental awareness in the world.;فرهنگ جدید آگاهی نسبت به محیط زیست در دنیا وجود دارد. 
